ID,name,season_number,Alliance_Score
1005,Caryn Groedel,10,0.7500000000000001
1004,Jenn Lyon,10,0.7533333333333333
1003,Ian Rosenberger,10,0.8100000000000002
1002,Katie Gallagher,10,0.7861904761904761
1001,Tom Westman,10,0.7861904761904762
1118,Jim Lynch,11,-1.0
1117,Morgan McDevitt,11,-1.0
1116,Brianna Varela,11,-1.0
1115,Brooke Struck,11,-1.0
1114,Blake Towsley,11,-1.0
1113,Margaret Bobonich,11,-1.0
1112,Brian Corridan,11,0.75
1111,Amy O'Hara,11,0.775
1110,Brandon Bellinger,11,0.7833333333333333
1109,Bobby Jon Drinkard,11,0.8666666666666667
1108,Jamie Newton,11,0.6238095238095238
1107,Gary Hogeboom,11,0.5964285714285715
1106,Judd Sergeant,11,0.5787698412698413
1105,Cindy Hall,11,0.45765306122448973
1104,Lydia Morales,11,0.6419294990723562
1103,Rafe Judkins,11,0.6753246753246753
1102,Stephenie LaGrossa,11,0.6753246753246753
1101,Danni Boatwright,11,0.6595238095238095
1216,Tina Scheer,12,-1.0
1215,Melinda Hyder,12,-1.0
1214,Misty Giles,12,-1.0
1213,Ruth-Marie Milliman,12,-1.0
1212,Bobby Mason,12,-1.0
1211,Dan Barry,12,-1.0
1210,Nick Stanbury,12,1.0
1209,Austin Carty,12,0.9166666666666666
1208,Sally Schumann,12,0.775
1207,Bruce Kanegai,12,0.75
1206,Courtney Marit,12,0.6388888888888888
1205,Shane Powers,12,0.5976190476190475
1204,Cirie Fields,12,0.669047619047619
1203,Terry Deitz,12,0.6433333333333333
1202,Danielle DiLorenzo,12,0.636904761904762
1201,Aras Baskauskas,12,0.6976190476190476
1320,Sekou Bunch,13,-1.0
1319,Billy Garcia,13,-1.0
1318,Cecilia Mansilla,13,-1.0
1317,J.P. Calderon,13,-1.0
1316,Stephannie Favor,13,-1.0
1315,Cao Boi Bui,13,-1.0
1314,Cristina Coria,13,-1.0
1313,Jessica Smith,13,-1.0
1312,Brad Virata,13,0.5
1311,Rebecca Borman,13,0.66
1310,Jenny Guzon-Bae,13,0.7533333333333333
1309,Nate Gonzalez,13,0.6305555555555555
1308,Candice Woodcock,13,0.5401785714285714
1307,Jonathan Penner,13,0.5505952380952381
1306,Parvati Shallow,13,0.5727272727272728
1305,Adam Gentry,13,0.5545454545454546
1304,Sundra Oakley,13,0.4888888888888889
1303,Becky Lee,13,0.5126984126984127
1302,Ozzy Lusth,13,0.4888888888888889
1301,Yul Kwon,13,0.5126984126984127
1419,Jessica deBen,14,-1.0
1418,Erica Durousseau,14,-1.0
1417,Sylvia Kwan,14,-1.0
1416,Gary Stritesky,14,-1.0
1415,Liliana Gomez,14,-1.0
1414,Rita Verreos,14,0.45
1413,Anthony Robinson,14,0.42000000000000004
1412,Rocky Reid,14,0.40666666666666673
1411,Lisi Linares,14,-1.0
1410,Michelle Yi,14,0.5700000000000001
1409,Edgardo Rivera,14,0.85
1408,Mookie Lee,14,0.5351851851851852
1407,Alex Angarita,14,0.5666666666666667
1406,Stacy Kimball,14,0.6611111111111111
1405,Boo Bernis,14,0.5722222222222222
1404,Yau-Man Chan,14,0.5872222222222223
1403,Cassandra Franklin,14,0.5662698412698413
1402,Dreamz Herd,14,0.5955357142857143
1401,Earl Cole,14,0.6009259259259259
1516,Chicken Morris,15,-1.0
1515,Ashley Massaro,15,-1.0
1514,Leslie Nease,15,-1.0
1513,Dave Cruser,15,-1.0
1512,Aaron Reisberger,15,-1.0
1511,Sherea Lloyd,15,0.75
1510,Jaime Dugan,15,0.9166666666666666
1509,Jean-Robert Bellande,15,0.625
1508,Frosti Zernow,15,0.625
1507,James Clement,15,0.5333333333333334
1506,Erik Huffman,15,0.5236111111111111
1505,Peih-Gee Law,15,0.4069444444444444
1504,Denise Martin,15,0.5659722222222223
1503,Amanda Kimmel,15,0.6777777777777778
1502,Courtney Yates,15,0.5034722222222222
1501,Todd Herzog,15,0.6777777777777778
1620,Jon Dalton,16,-1.0
1619,Mary Sartain,16,-1.0
1618,Yau-Man Chan,16,-1.0
1617,Mikey Bortone,16,-1.0
1616,Joel Anderson,16,-1.0
1615,Jonathan Penner,16,-1.0
1614,Chet Welch,16,0.5
1613,Kathy Sleckman,16,-1.0
1612,Tracy Hughes-Wolf,16,0.475
1611,Ami Cusack,16,0.625
1610,Eliza Orlins,16,-1.0
1609,Ozzy Lusth,16,0.8541666666666669
1608,Jason Siska,16,0.5
1607,James Clement,16,0.75
1606,Alexis Jones,16,0.5722222222222223
1605,Erik Reichenbach,16,0.4939153439153439
1604,Natalie Bolton,16,0.526984126984127
1603,Cirie Fields,16,0.7416666666666667
1602,Amanda Kimmel,16,0.678125
1601,Parvati Shallow,16,0.6428571428571429
1718,Michelle Chase,17,-1.0
1717,Gillian Larson,17,-1.0
1716,Paloma Soto-Castillo,17,-1.0
1715,Jacquie Berg,17,-1.0
1714,G.C. Brown,17,0.75
1713,Kelly Czarnecki,17,0.25
1712,Ace Gordon,17,0.55
1711,Dan Kay,17,-1.0
1710,Marcus Lehman,17,-1.0
1709,Charlie Herschel,17,-1.0
1708,Randy Bailey,17,0.475
1707,Corinne Kaplan,17,0.5
1706,Crystal Cox,17,0.7390538033395176
1705,Ken Hoang,17,0.5890151515151515
1704,Matty Whitmore,17,0.6934343434343434
1703,Sugar Kiper,17,0.6663832199546486
1702,Susie Smith,17,0.6200680272108843
1701,Bob Crowley,17,0.4892857142857142
1816,Carolina Eastwood,18,-1.0
1815,Candace Smith,18,-1.0
1814,Jerry Sims,18,-1.0
1813,Sandy Burgin,18,-1.0
1812,Spencer Duhm,18,-1.0
1811,Sydney Wheeler,18,0.75
1810,Joe Dowdle,18,0.75
1809,Brendan Synnott,18,-1.0
1808,Tyson Apostol,18,0.8125
1807,Sierra Reed,18,0.475
1806,Debbie Beebe,18,0.569047619047619
1805,Coach Wade,18,0.5517006802721088
1804,Taj Johnson-George,18,0.48809523809523814
1803,Erinn Lobdell,18,0.6350340136054422
1802,Stephen Fishbach,18,0.6904761904761906
1801,J.T. Thomas,18,0.680952380952381
1920,Marisa Calihan,19,-1.0
1919,Mike Borassi,19,-1.0
1918,Betsy Bolan,19,-1.0
1917,Ben Browning,19,-1.0
1916,Yasmin Giles,19,-1.0
1915,Ashley Trainer,19,0.7
1914,Russell Swan,19,-1.0
1913,Liz Kim,19,0.7500000000000001
1912,Erik Cardona,19,-1.0
1911,Kelly Sharbaugh,19,-1.0
1910,Laura Morett,19,0.75
1909,John Fincher,19,0.42962962962962964
1908,Dave Ball,19,0.5098214285714286
1907,Monica Padilla,19,0.5138888888888888
1906,Shambo Waters,19,0.33304988662131524
1905,Jaison Robinson,19,0.6365140415140416
1904,Brett Clouser,19,0.5361552028218695
1903,Mick Trimming,19,0.5980952380952381
1902,Russell Hantz,19,0.6573809523809524
1901,Natalie White,19,0.6535775335775337
2020,Sugar Kiper,20,-1.0
2019,Stephenie LaGrossa,20,-1.0
2018,Randy Bailey,20,-1.0
2017,Cirie Fields,20,-1.0
2016,Tom Westman,20,0.4166666666666667
2015,Tyson Apostol,20,-1.0
2014,James Clement,20,0.5750000000000001
2013,Rob Mariano,20,-1.0
2012,Coach Wade,20,0.4583333333333333
2011,Courtney Yates,20,0.45
2010,J.T. Thomas,20,0.7111111111111111
2009,Amanda Kimmel,20,0.7186507936507937
2008,Candice Woodcock,20,0.6442460317460318
2007,Danielle DiLorenzo,20,0.5898148148148147
2006,Rupert Boneham,20,0.5925925925925927
2005,Colby Donaldson,20,0.48293650793650805
2004,Jerri Manthey,20,0.5652777777777778
2003,Russell Hantz,20,0.5437500000000001
2002,Parvati Shallow,20,0.6222222222222222
2001,Sandra Diaz-Twine,20,0.5520833333333333
2120,Wendy DeSmidt-Kohlhoff,21,-1.0
2119,Shannon Elkins,21,-1.0
2118,Jimmy Johnson,21,-1.0
2117,Jimmy Tarantino,21,-1.0
2116,Tyrone Davis,21,0.3333333333333333
2115,Kelly Bruno,21,-1.0
2114,Yve Rojas,21,0.5
2113,Jill Behm,21,0.6
2112,Alina Wilson,21,0.5
2111,Marty Piombo,21,0.47000000000000003
2110,Brenda Lowe,21,0.5374149659863945
2109,NaOnka Mixon,21,0.7925925925925925
2108,Kelly Shinn,21,0.5014880952380952
2107,Benry Henry,21,0.6571428571428571
2106,Jane Bright,21,0.43095238095238103
2105,Dan Lembo,21,0.5819023569023569
2104,Holly Hoffman,21,0.6449535032868366
2103,Sash Lenahan,21,0.6967171717171716
2102,Chase Rice,21,0.7453174603174603
2101,Fabio Birza,21,0.48299783549783537
2218,Francesca Hogi,22,-1.0
2217,Russell Hantz,22,-1.0
2216,Kristina Kell,22,-1.0
2215,Krista Klumpp,22,-1.0
2214,Stephanie Valencia,22,-1.0
2213,Sarita White,22,0.8
2212,David Murphy,22,0.7842857142857144
2211,Julie Wolfe,22,0.9099999999999999
2210,Steve Wright,22,0.9127777777777778
2209,Ralph Kiser,22,0.8623015873015873
2208,Grant Mattos,22,0.8327272727272728
2207,Matt Elrod,22,-1.0
2206,Mike Chiesl,22,0.8980952380952381
2205,Andrea Boehlke,22,0.86
2204,Ashley Underwood,22,0.8820979020979021
2203,Natalie Tenerelli,22,0.912867132867133
2202,Phillip Sheppard,22,0.912867132867133
2201,Rob Mariano,22,0.8802797202797203
2318,Semhar Tadesse,23,-1.0
2317,Mark Caruso,23,-1.0
2316,Stacey Powell,23,-1.0
2315,Elyse Umemoto,23,-1.0
2314,Mikayla Wingle,23,-1.0
2313,Christine Shields Markoski,23,-1.0
2312,Jim Rice,23,0.6092857142857143
2311,Keith Tollefson,23,0.8
2310,Dawn Meehan,23,0.4479076479076479
2309,Whitney Duncan,23,0.4328643578643579
2308,John Cochran,23,0.6614718614718614
2307,Edna Ma,23,0.6393398268398268
2306,Brandon Hantz,23,0.6843614718614719
2305,Rick Nelson,23,0.6657196969696969
2304,Ozzy Lusth,23,0.617142857142857
2303,Albert Destrade,23,0.6575757575757576
2302,Coach Wade,23,0.6897727272727273
2301,Sophie Clarke,23,0.666504329004329
2418,Kourtney Moon,24,-1.0
2417,Nina Acosta,24,-1.0
2416,Matt Quinlan,24,-1.0
2415,Bill Posley,24,-1.0
2414,Monica Culpepper,24,-1.0
2413,Colton Cumbie,24,-1.0
2412,Jonas Otsuji,24,0.875
2411,Michael Jefferson,24,0.5
2410,Jay Byars,24,0.675
2409,Leif Manson,24,0.43138528138528137
2408,Troyzan Robertson,24,0.5138095238095239
2407,Kat Edorsson,24,0.5901785714285714
2406,Tarzan Smith,24,0.5626623376623378
2405,Alicia Rosa,24,0.643452380952381
2404,Christina Cha,24,0.5308035714285715
2403,Chelsea Meissner,24,0.6570436507936508
2402,Sabrina Thompson,24,0.6556547619047619
2401,Kim Spradlin,24,0.6352182539682539
2518,Zane Knight,25,-1.0
2517,Roxy Morris,25,-1.0
2516,Angie Layton,25,-1.0
2515,Russell Swan,25,0.75
2514,Dana Lambert,25,-1.0
2513,Sarah Dawson,25,-1.0
2512,Katie Hanson,25,-1.0
2511,RC Saint-Amour,25,-1.0
2510,Jeff Kent,25,0.8333333333333334
2509,Artis Silvester,25,-1.0
2508,Pete Yurkowski,25,0.5
2507,Jonathan Penner,25,0.42653061224489797
2506,Carter Williams,25,0.5684523809523809
2505,Abi-Maria Gomes,25,0.4435374149659864
2504,Malcolm Freberg,25,0.5805059523809524
2503,Lisa Whelchel,25,0.5863945578231292
2502,Michael Skupin,25,0.6183673469387755
2501,Denise Stapley,25,0.6832010582010581
2620,Francesca Hogi,26,-1.0
2619,Allie Pohevitz,26,-1.0
2618,Hope Driskill,26,-1.0
2617,Shamar Thomas,26,-1.0
2616,Laura Alexander,26,0.75
2615,Brandon Hantz,26,-1.0
2614,Matt Bischoff,26,0.76
2613,Julia Landauer,26,0.6933333333333332
2612,Corinne Kaplan,26,0.7222222222222222
2611,Michael Snow,26,0.6333333333333334
2610,Phillip Sheppard,26,0.7630952380952382
2609,Malcolm Freberg,26,0.461904761904762
2608,Reynold Toepfer,26,0.4708333333333334
2607,Andrea Boehlke,26,0.6510416666666667
2606,Brenda Lowe,26,0.7875000000000001
2605,Erik Reichenbach,26,0.5120370370370371
2604,Eddie Fox,26,0.4680555555555555
2603,Dawn Meehan,26,0.7137566137566138
2602,Sherri Biethman,26,0.7805555555555557
2601,John Cochran,26,0.7370039682539682
2720,Rupert Boneham,27,-1.0
2719,Colton Cumbie,27,-1.0
2718,Rachel Foulger,27,-1.0
2717,Marissa Peterson,27,-1.0
2716,Candice Cody,27,-1.0
2715,Brad Culpepper,27,0.5833333333333334
2714,Kat Edorsson,27,-1.0
2713,John Cody,27,0.4166666666666667
2712,Laura Boneham,27,-1.0
2711,Aras Baskauskas,27,-1.0
2710,Vytas Baskauskas,27,0.4357142857142857
2709,Caleb Bankston,27,0.5646464646464646
2708,Katie Collins,27,0.36478354978354977
2707,Hayden Moss,27,0.5154160654160654
2706,Laura Morett,27,-1.0
2705,Ciera Eastin,27,0.3863756613756613
2704,Tina Wesson,27,0.37571428571428567
2703,Gervase Peterson,27,0.496134817563389
2702,Monica Culpepper,27,0.4846996753246753
2701,Tyson Apostol,27,0.45457637600494744
2818,David Samson,28,-1.0
2817,Garrett Adelstein,28,-1.0
2816,Brice Johnston,28,-1.0
2815,J'Tia Taylor,28,-1.0
2814,Cliff Robinson,28,-1.0
2813,Lindsey Ogle,28,-1.0
2812,Alexis Maxwell,28,-1.0
2811,Sarah Lacina,28,-1.0
2810,Morgan McLeod,28,0.75
2809,LJ McKanas,28,0.6466666666666667
2808,Jeremiah Wood,28,0.5229166666666667
2807,Jefra Bland,28,0.7222222222222222
2806,Tasha Fox,28,0.5533333333333333
2805,Trish Hegarty,28,0.7464285714285714
2804,Spencer Bledsoe,28,0.5599999999999999
2803,Kass McQuillen,28,0.586734693877551
2802,Woo Hwang,28,0.5121527777777778
2801,Tony Vlachos,28,0.579861111111111
2918,Nadiya Anderson,29,-1.0
2917,Val Collins,29,-1.0
2916,John Rocker,29,0.5
2915,Drew Christy,29,-1.0
2914,Kelley Wentworth,29,-1.0
2913,Dale Wentworth,29,0.58
2912,Julie McGee,29,-1.0
2911,Josh Canfield,29,0.47500000000000003
2910,Jeremy Collins,29,-1.0
2909,Wes Nale,29,0.5916666666666667
2908,Reed Kelly,29,0.3333333333333333
2907,Alec Christy,29,0.5115079365079365
2906,Jon Misch,29,0.5060657596371881
2905,Baylor Wilson,29,0.5355555555555556
2904,Keith Nale,29,0.4823953823953824
2903,Missy Payne,29,0.5157287157287158
2902,Jaclyn Schultz,29,0.43123015873015874
2901,Natalie Anderson,29,0.5061507936507937
3018,So Kim,30,-1.0
3017,Vince Sly,30,-1.0
3016,Nina Poersch,30,-1.0
3015,Lindsey Cascaddan,30,-1.0
3014,Max Dawson,30,-1.0
3013,Joaquin Souberbielle,30,-1.0
3012,Kelly Remington,30,-1.0
3011,Hali Ford,30,0.5666666666666668
3010,Joe Anglim,30,0.35714285714285715
3009,Jenn Brown,30,0.48571428571428577
3008,Shirin Oskooi,30,0.2982142857142857
3007,Tyler Fredrickson,30,0.48065476190476186
3006,Dan Foley,30,0.500297619047619
3005,Sierra Dawn Thomas,30,0.42043650793650794
3004,Rodney Lavoie Jr.,30,0.5306947021232735
3003,Carolyn Rivera,30,0.48134920634920636
3002,Will Sims II,30,0.4296031746031746
3001,Mike Holloway,30,0.4930284992784993
3120,Vytas Baskauskas,31,-1.0
3119,Shirin Oskooi,31,-1.0
3118,Peih-Gee Law,31,-1.0
3117,Jeff Varner,31,0.375
3116,Monica Padilla,31,-1.0
3115,Terry Deitz,31,-1.0
3114,Woo Hwang,31,0.225
3113,Kass McQuillen,31,-1.0
3112,Andrew Savage,31,0.7
3111,Kelly Wiglesworth,31,0.5446428571428571
3110,Ciera Eastin,31,0.425
3109,Stephen Fishbach,31,0.5129629629629631
3108,Joe Anglim,31,0.5055555555555555
3107,Abi-Maria Gomes,31,0.44936507936507936
3106,Kimmi Kappenberg,31,0.5854166666666667
3105,Keith Nale,31,0.4739087301587302
3104,Kelley Wentworth,31,0.49769058102391434
3103,Spencer Bledsoe,31,0.5558291708291709
3102,Tasha Fox,31,0.577929292929293
3101,Jeremy Collins,31,0.5317460317460317
3218,Darnell Hamilton,32,-1.0
3217,Jennifer Lanzetti,32,-1.0
3216,Liz Markham,32,-1.0
3215,Caleb Reynolds,32,-1.0
3214,Alecia Holden,32,-1.0
3213,Anna Khait,32,-1.0
3212,Peter Baggenstos,32,-1.0
3211,Neal Gottlieb,32,-1.0
3210,Nick Maiorano,32,-1.0
3209,Debbie Wanner,32,1.0
3208,Scot Pollard,32,0.45
3207,Julia Sokolowski,32,0.46428571428571436
3206,Kyle Jason,32,0.4117460317460318
3205,Joe del Campo,32,0.5683673469387756
3204,Cydney Gillon,32,0.5757369614512473
3203,Tai Trang,32,0.364795918367347
3202,Aubry Bracco,32,0.6458333333333334
3201,Michele Fitzgerald,32,0.5361111111111111
3320,Rachel Ako,33,-1.0
3319,Mari Takahashi,33,-1.0
3318,Paul Wachter,33,-1.0
3317,Lucy Huang,33,-1.0
3316,CeCe Taylor,33,0.5
3315,Figgy Figueroa,33,-1.0
3314,Michaela Bradshaw,33,-1.0
3313,Michelle Schubert,33,-1.0
3312,Taylor Stocker,33,-1.0
3311,Chris Hammons,33,0.6091269841269841
3310,Jessica Lewis,33,0.5351851851851852
3309,Zeke Smith,33,0.575
3308,Will Wahl,33,0.39960317460317457
3307,Sunday Burquest,33,0.4993181818181817
3306,Jay Starrett,33,0.39365079365079364
3305,Bret LaBelle,33,0.49423076923076925
3304,David Wright,33,0.5369612710521801
3303,Hannah Shapiro,33,0.6138257575757575
3302,Ken McNickle,33,0.5843129093129092
3301,Adam Klein,33,0.5652356902356902
3420,Ciera Eastin,34,-1.0
3419,Tony Vlachos,34,-1.0
3418,Caleb Reynolds,34,-1.0
3417,Malcolm Freberg,34,-1.0
3416,J.T. Thomas,34,-1.0
3415,Sandra Diaz-Twine,34,0.6833333333333332
3414,Jeff Varner,34,0.85
3413,Hali Ford,34,0.625
3412,Ozzy Lusth,34,0.8125
3411,Debbie Wanner,34,0.7916666666666666
3410,Zeke Smith,34,0.6071428571428571
3409,Sierra Dawn Thomas,34,0.7306122448979593
3408,Andrea Boehlke,34,0.6833333333333333
3407,Michaela Bradshaw,34,0.6851551226551227
3406,Cirie Fields,34,0.5232804232804233
3405,Aubry Bracco,34,0.6011503928170595
3404,Tai Trang,34,0.6700737534070869
3403,Troyzan Robertson,34,0.634090909090909
3402,Brad Culpepper,34,0.768560606060606
3401,Sarah Lacina,34,0.6630821199003016
3518,Katrina Radke,35,-1.0
3517,Simone Nguyen,35,-1.0
3516,Patrick Bolton,35,-1.0
3515,Alan Ball,35,-1.0
3514,Roark Luskin,35,-1.0
3513,Ali Elliott,35,0.5
3512,Jessica Johnston,35,-1.0
3511,Desi Williams,35,-1.0
3510,Cole Medders,35,0.35714285714285715
3509,JP Hilsabeck,35,0.6317460317460318
3508,Joe Mena,35,0.40555555555555567
3507,Lauren Rimmer,35,0.6877551020408165
3506,Ashley Nolan,35,0.5771604938271604
3505,Mike Zahalsky,35,0.4944444444444444
3504,Devon Pinto,35,0.5869809203142536
3503,Ryan Ulrich,35,0.5543145743145743
3502,Chrissy Hofbeck,35,0.526010101010101
3501,Ben Driebergen,35,0.47682379349046017
3620,Stephanie Gonzalez,36,-1.0
3619,Jacob Derwin,36,-1.0
3618,Morgan Ricke,36,-1.0
3617,Brendan Shapiro,36,-1.0
3616,Stephanie Johnson,36,0.625
3615,James Lim,36,-1.0
3614,Bradley Kleihege,36,-1.0
3613,Chris Noble,36,-1.0
3612,Libby Vincek,36,0.77
3611,Desiree Afuye,36,0.55
3610,Jenna Bowman,36,0.6767857142857143
3609,Michael Yerger,36,0.5562770562770563
3608,Chelsea Townsend,36,0.5190476190476191
3607,Kellyn Bechtold,36,0.5742857142857143
3606,Sebastian Noel,36,0.5523809523809524
3605,Donathan Hurley,36,0.6073192239858907
3604,Angela Perkins,36,0.48392857142857143
3603,Laurel Johnson,36,0.5659126984126984
3602,Domenick Abbate,36,0.6006172839506173
3601,Wendell Holland,36,0.6
3720,Pat Cusack,37,-1.0
3719,Jessica Peet,37,-1.0
3718,Jeremy Crawford,37,-1.0
3717,Bi Nguyen,37,-1.0
3716,Natalia Azoqa,37,-1.0
3715,Natalie Cole,37,-1.0
3714,Lyrsa Torres,37,-1.0
3713,Elizabeth Olson,37,-1.0
3712,John Hennigan,37,-1.0
3711,Dan Rengering,37,0.875
3710,Alec Merlino,37,0.5966666666666667
3709,Carl Boudreaux,37,0.6407407407407408
3708,Gabby Pascuzzi,37,0.6735449735449734
3707,Christian Hubicki,37,0.5621693121693121
3706,Davie Rickenbacker,37,0.5794532627865961
3705,Alison Raybould,37,0.6457671957671958
3704,Kara Kay,37,0.6921428571428571
3703,Angelina Keeley,37,0.5939502164502164
3702,Mike White,37,0.6135137085137086
3701,Nick Wilson,37,0.6500921917588585
